,Method,Parameter,Signal_id,Repetition,0,10,20,30
120,contour_filtering,"((), {})",CosChirp,0,1.4293313715409262,11.896641999286153,22.695800611492945,31.64313415885963
121,contour_filtering,"((), {})",CosChirp,1,1.6711831242236284,12.172597137847227,22.917026256102552,31.767714056097184
122,contour_filtering,"((), {})",CosChirp,2,1.8835292336724019,11.836810318400861,23.232563360000853,31.746752670326718
123,contour_filtering,"((), {})",CosChirp,3,1.973547712079737,11.894225940595142,22.859014842231254,31.727281810797475
124,contour_filtering,"((), {})",CosChirp,4,1.8729909153061701,11.866368208375944,22.843190923175513,31.715671458189725
125,contour_filtering,"((), {})",CosChirp,5,1.482955370780146,11.978784543775141,22.84855532122902,31.93265621189056
126,contour_filtering,"((), {})",CosChirp,6,1.7191281468931665,12.083239554005887,22.86188901716679,31.797576642948417
127,contour_filtering,"((), {})",CosChirp,7,1.6214633736710091,11.83012046127214,22.72622667852969,31.469472612428596
128,contour_filtering,"((), {})",CosChirp,8,1.769486192850919,11.967482020738878,22.90033759932381,31.543068115757954
129,contour_filtering,"((), {})",CosChirp,9,1.6299584710783313,11.958389523230672,22.88295361444248,31.942098499338126
130,contour_filtering,"((), {})",CosChirp,10,1.4536096290818636,11.838445958694091,22.59048067528857,31.758888961288832
131,contour_filtering,"((), {})",CosChirp,11,1.5433755675021301,11.701725560314596,22.7013733350324,31.983430966678462
132,contour_filtering,"((), {})",CosChirp,12,1.6013856214730928,11.968552536856677,22.650078724041066,31.869746072273127
133,contour_filtering,"((), {})",CosChirp,13,1.8527658434361007,11.86445414171515,22.620928037222527,31.940805853780738
134,contour_filtering,"((), {})",CosChirp,14,1.6915970223879855,11.900913860850963,23.01576970938937,31.145855233285435
135,contour_filtering,"((), {})",CosChirp,15,1.4717591040377171,12.06231791947246,22.838479584673557,31.60906539562339
136,contour_filtering,"((), {})",CosChirp,16,1.7243847967170531,12.125004786854578,22.751156871144996,31.75213662960079
137,contour_filtering,"((), {})",CosChirp,17,1.8373650341523446,11.982700904000112,22.883160448074285,31.791632363423442
138,contour_filtering,"((), {})",CosChirp,18,1.7640884969367676,11.856731633809215,22.741224513600443,31.829629874246486
139,contour_filtering,"((), {})",CosChirp,19,1.8381586210118936,11.74835843671718,22.840747494281604,31.944794180806287
140,contour_filtering,"((), {})",CosChirp,20,2.0924995089861467,11.88229591467946,22.76831243619749,31.870246782137723
